image_file,verbatimDate,verbatimDate_confidence,verbatimLocality,verbatimLocality_confidence
1706957.jpeg,MISSING,0.811170052,Dyrehaven,0.759778721
1743816.jpeg,16.6.1929,0.372709912,Hellinge skov,0.094662019
1744702.jpeg,10-5-1956,0.140112155,Kongelunden,0.616892998
1743804.jpeg,19.8.1941,0.375086390,Als - Hurup,0.057826614
1709815.jpeg,12.IV.2011,0.497474992,Sukkertoppen EJ,0.283294938
1707515.jpeg,22-5-1965,0.736013944,V.Sjælland Røsnæs Kongstrup Kl,0.111891482
1706505.jpeg,15/6 71,0.282997878,Dronninglund bakker,0.146350409
1728504.jpeg,7/5 96,0.150212186,Damhus-mosen,0.095850258
1705441.jpeg,27.5.22,0.985841164,Søllerød,0.827508336
1707501.jpeg,16-5-1976,0.737499242,Jægerspr. NSJ,0.056638375
1709765.jpeg,23-10-1955,0.505792664,Dyrehaven,0.718487420
1707281.jpeg,18.6.32,0.769284632,Skagen,0.904743862
1742710.jpeg,18.5.1929,0.439251288,Hovslund,0.345677478
1744641.jpeg,22-5-1962,0.200118218,Skallingen,0.664422552
1705675.jpeg,3/6.1870,0.143973931,Rønne,0.702149136
1706330.jpeg,MISSING,0.860779024,MISSING,0.520942710
1706397.jpeg,21.VII.2004,0.851273113,Lodskovvad NEJ,0.343598060
1706085.jpeg,13/6.1870,0.061391331,Rønne,0.802852380
1707733.jpeg,MISSING,0.706307972,MISSING,0.495395574
1705909.jpeg,8-6-1914,0.161500455,Vamdrup,0.872661413
1742826.jpeg,13/5 1892,0.420833586,Dyrehaven,0.713437405
1705856.jpeg,26.7.1903,0.926132161,Fandskov,0.070897242
1707842.jpeg,MISSING,0.692643225,MISSING,0.493613216
1708905.jpeg,22.8.1915,0.602337072,Horsens,0.644222492
1709498.jpeg,MISSING,0.523319188,Dyrehaven,0.719675659
1728495.jpeg,15/4 1910,0.218832980,Vester Ulslev,0.394989391
1706974.jpeg,29/5 1870,0.168332828,Dyrehaven | Kb,0.690860867
1708696.jpeg,MISSING,0.637093059,MISSING,0.481433768
1706332.jpeg,MISSING,0.860184905,MISSING,0.520348590
1705638.jpeg,2-VI-1975,0.959699909,Ejstrupholm,0.630557745
1706836.jpeg,19-9-1953,0.826320097,Dyrehaven,0.615407699
1744463.jpeg,17.7. 24,0.113970900,Esbjerg,0.804040618
1708705.jpeg,MISSING,0.635310700,MISSING,0.479354350
1706001.jpeg,10.VIII 1997,0.297256744,Esbær,0.056935435
1706036.jpeg,5-10.47,0.296662625,Kongelunden,0.578572295
1706278.jpeg,18-6-1956,0.867611397,Redsle Fl.,0.353698090
1709959.jpeg,12/7 1939,0.481433768,Ærø Svendborg Amt,0.280027281
1706365.jpeg,MISSING,0.854837830,MISSING,0.519457411
1743936.jpeg,22-5-1965,0.355480449,V.Sjælland Røsnæs Kongstrup Kl,0.198632919
1707881.jpeg,23/10 1870,0.686702031,Dyrehaven,0.605604729
1706930.jpeg,19/5.1870,0.277947863,Dyrehaven,0.337359806
1706923.jpeg,5.6.22,0.037329494,Dyrehaven,0.794534707
1744655.jpeg,17-6-1911,0.325477417,Asminderød,0.663234313
1707254.jpeg,MISSING,0.774928766,Dyrehaven,0.540251591
1707031.jpeg,27-6-37,0.800772962,Grib,0.696802061
1709247.jpeg,16/4 1870,0.234577145,Dyrehaven,0.728587451
1706434.jpeg,14/6/871,0.033467717,Dronninglund.,0.250024250
1707363.jpeg,MISSING,0.754728706,Kb,0.971285238
1744438.jpeg,8.5.25,0.347756896,Saltholm,0.806417096
1709514.jpeg,16/4.1870,0.521239770,Ko | Dyrehaven,0.049806002
1706008.jpeg,4.VI.1988,0.908308578,Råbjerg K. | DK.NEJ. NJ88,0.097335556
1744543.jpeg,MISSING,0.339439224,Kb,0.947520461
1706288.jpeg,12.V.1990,0.865234920,Høstemark Skov NEJ,0.248538951
1707181.jpeg,MISSING,0.786811155,MS,0.984355865
1707638.jpeg,MISSING,0.719675659,Møen,0.883652622
1709887.jpeg,12/7.1870,0.223585935,NS | Ørholms-fælled,0.104762049
1706429.jpeg,17/6.1871,0.138923916,Dronninglund,0.183482874
1707312.jpeg,5.6.12,0.764828736,Dyrehaven,0.748787511
1709177.jpeg,MISSING,0.130012125,MISSING,0.456480752
1706802.jpeg,16/7 1937,0.281215520,Gudhjem,0.866720218
1707278.jpeg,17.6.1924,0.269333131,Slotved Skov,0.575304638
1709783.jpeg,14.IV.1995,0.502227948,LFM PF67 MALTRUP,0.319833283
1743956.jpeg,23.VII 1983,0.203385875,SKIBBY SJ.,0.091394362
1709540.jpeg,MISSING,0.516189754,Sorø,0.893158533
1707575.jpeg,12.6.1999,0.726508033,Tolne Bakker,0.574710518
1742730.jpeg,MISSING,0.437765990,Dyrehaven,0.585998788
1705689.jpeg,9/6 1870,0.304980297,Bo | Byå ved Rønne,0.382215823
1743808.jpeg,22.5.1933,0.374492270,Ristinge Klint,0.257153683
1707840.jpeg,MISSING,0.693237345,MISSING,0.493910276
1742986.jpeg,22.XII.1985,0.418457108,"NWZ: Tissø, NØ.",0.239924219
1706134.jpeg,MISSING,0.886920279,Bo,0.832558351
1706987.jpeg,MISSING,0.806120036,MISSING,0.513219157
1707712.jpeg,MISSING,0.708981510,Svejbæk,0.859293725
1705719.jpeg,MISSING,0.137438618,MISSING,0.339142164
1744561.jpeg,MISSING,0.336468627,Kb,0.944846923
1709191.jpeg,29-8-1952,0.569363443,Dyrehaven,0.731260988
1743786.jpeg,31/7 1938,0.377462868,Strandby Klit Frederikshavn,0.131497423
1709494.jpeg,MISSING,0.524507426,Dyrehaven,0.241409518
1744695.jpeg,10-5-1956,0.197444680,Kongelunden,0.341221582
1706871.jpeg,26-7-1964,0.820973022,NO.Sjælland Ganløse Hessel,0.127932707
1708861.jpeg,26.10.12,0.050400121,Marselisb.Sk.,0.096147317
1708345.jpeg,20-9.36,0.254183086,Vrist,0.803743559
1744636.jpeg,25-5-53,0.327556835,Tisvilde Strand,0.223585935
1709127.jpeg,25.9-1960,0.237547742,Jægerspr. N-sk.,0.102088512
1743729.jpeg,1-6-14,0.384889360,Raageleje,0.709872689
1743919.jpeg,5-5 1963,0.091988481,Tisvilde Hegn Nordsjælland,0.185562292
1709108.jpeg,6-9-49,0.579166414,"Sønderskov, Høvelte",0.105059109
1708702.jpeg,MISSING,0.636201879,MISSING,0.480245529
1707284.jpeg,17.6.1924,0.768690512,Slotved Skov,0.588375265
1744601.jpeg,MISSING,0.329339194,MISSING,0.421724765
1743062.jpeg,15.10.21,0.405980600,Dyrehaven,0.080700212
1707172.jpeg,MISSING,0.788296453,MS,0.973067596
1708362.jpeg,13-5-1910,0.167738709,Knudshoved,0.673631403
1742982.jpeg,19-5-1964,0.419348287,RYGET 45a,0.264877236
1743512.jpeg,MISSING,0.126447408,MISSING,0.331418612
1707301.jpeg,3.6.1899,0.766314035,Fredsted,0.559560473
1706408.jpeg,16.6.71.,0.288642013,Jyske Aas,0.261312519
1743566.jpeg,MISSING,0.394692331,Horsens,0.842361322
1709211.jpeg,21.10.31,0.236062443,Dyrehaven,0.599663534
1707762.jpeg,4.6.45,0.038220673,Røsnæs,0.574116399
1707346.jpeg,MISSING,0.757699303,Bo,0.984058806
1709026.jpeg,13/9 1887.,0.585701728,København,0.735716884
1743552.jpeg,23/7.1872,0.051291300,Næstved,0.381918763
1706921.jpeg,25.9.21,0.814140649,Dyrehaven,0.347459836
1707459.jpeg,1-6-50.,0.739875720,Hillerød,0.699772658
1708701.jpeg,MISSING,0.077432555,MISSING,0.480542589
1743964.jpeg,26.8.87,0.202494695,Harboør,0.068223704
1743889.jpeg,23-8-1953,0.361124583,"Ørgaard Nors, Thy",0.291612610
1707431.jpeg,17/6 1923,0.190909366,Ravneholm Ggr.,0.268441952
1743878.jpeg,17.3.1943,0.362015762,Frederikslund,0.402415884
1706475.jpeg,16/6 1871.,0.283294938,Nord for storskoven jydske ås. | Al,0.239033040
1706032.jpeg,22.VII.2021,0.903852683,"DENMARK: WJ, Poulsens Minde, 56.35N, 8.96E, 27 m",0.630260685
1708040.jpeg,5/7 1938. | 5/7 38,0.255668384,Tranekær Svendborg Amt,0.068520764
1708994.jpeg,MISSING,0.591642922,MISSING,0.466283722
1705774.jpeg,MISSING,0.937420430,Bornholm,0.827211276
1707922.jpeg,13.5.1938,0.678384359,Tranekjær,0.576789936
1706344.jpeg,MISSING,0.858699606,Ti,0.225665353
1705879.jpeg,19.6.38,0.924349803,Jægersp,0.252400727
1728527.jpeg,7/6-1941,0.451727796,Saltholm,0.810575932
1743001.jpeg,29.6.1986,0.416080630,Dybsø,0.318942104
1744460.jpeg,4.5.1938,0.345677478,Vestorris,0.059608972
1706950.jpeg,26/5.1870,0.276462564,Dyrehaven,0.288344953
1708459.jpeg,MISSING,0.646598969,MISSING,0.487077902
1709798.jpeg,24.5. 1949,0.500445590,Vedersø Jylland,0.223882995
1742823.jpeg,13/5 1892,0.421724765,Horsens,0.844143680
1742780.jpeg,MISSING,0.427368900,MISSING,0.155559260
1744440.jpeg,8.5.25,0.347459836,Saltholm,0.697396181
1706355.jpeg,MISSING,0.856620188,Ti,0.975444074
1706232.jpeg,1-6-50,0.873255532,Hestehaven. Hillerød,0.219130039
1705720.jpeg,5.72,0.304386178,Odense,0.911279176
1707494.jpeg,5.6.22,0.175165202,Dyrehaven,0.233091846
1706284.jpeg,18-6-1956,0.866423159,Redsle Fl.,0.353103971
1706411.jpeg,19.5.1941,0.848896635,Bygholm,0.644519551
1706188.jpeg,13-8-36,0.877414368,Hindsholm,0.766314035
1709303.jpeg,MISSING,0.556886935,MISSING,0.456183692
1707863.jpeg,MISSING,0.689672628,MISSING,0.491236738
1706476.jpeg,MISSING,0.844143680,Al,0.411624735
1707066.jpeg,25.V.87,0.042676569,Harboør,0.168035768
1706045.jpeg,12.9.37,0.154371022,Salpeterm,0.246756593
1707991.jpeg,MISSING,0.669472567,Kb,0.966532283
1743818.jpeg,16.6.1928,0.057826614,Lellinge skov,0.403307063
1744694.jpeg,10-5-1956,0.140409215,Kongelunden,0.617487117
1707177.jpeg,20/8 1888,0.269927251,Bognæs Roeskilde | MS,0.181997575
1708042.jpeg,29/5-1939. | 29/5-39,0.115456199,Tranekær Svendborg Amt | Tr,0.073570779
1742733.jpeg,MISSING,0.436874811,Jylland,0.016238254
1705704.jpeg,MISSING,0.948411640,SS,0.988514701
1707195.jpeg,27/7.18,0.177838739,Dyrehaven,0.754431646
1707936.jpeg,15.10.21,0.676602001,Dyrehaven,0.306465596
1709198.jpeg,26-8-1956,0.568175205,Nekselø V.,0.671254926
1709982.jpeg,9-8-1973 | 14-8-1974,0.479354350,Hørblese | Tisvilde,0.071194301
1742735.jpeg,MISSING,0.436577751,Dyrehaven,0.240518339
1707446.jpeg,4/6 93,0.743143377,Asserbo Overdrev,0.209624129
1708956.jpeg,4/9.1872,0.033170658,Dyrehaven,0.786811155
1705532.jpeg,MISSING,0.972176417,MISSING,0.536092755
1728494.jpeg,24/5.1910,0.454104274,Kjeldskov,0.715813883
1728551.jpeg,23-5-1954,0.217347681,Ganløse Or.,0.310624432
1708343.jpeg,22-9-36,0.254480145,Bovbjerg,0.074164898
1708846.jpeg,18-IV-1975,0.611545923,Tykskov krat,0.571442861
1728512.jpeg,11/6 1920,0.452618975,Gudhjem,0.845926038
1709624.jpeg,28/3-1948,0.185859351,Brenderup Fyn,0.284186117
1705755.jpeg,MISSING,0.940093968,Øbjerggaard,0.329636253
1708966.jpeg,MISSING,0.596395878,Kb,0.965046984
1707951.jpeg,6/1870,0.258044862,Dyrehaven,0.790672931
1706172.jpeg,7/6.1870.,0.878305547,Rø,0.831964232
1706788.jpeg,18.6.1949 1930,0.023664747,Hillerød,0.819784783
1707740.jpeg,9.6.1982.,0.705416793,Skallingen,0.675710821
1743862.jpeg,19-5-1912,0.205465293,Knudshoved,0.637093059
1706471.jpeg,14/6.1871.,0.283591998,Nord for storskoven Jydske ås | Al,0.171006366
1705796.jpeg,22.5.1898,0.302900879,Hald,0.020991209
1709482.jpeg,MISSING,0.527478024,Dyrehaven,0.272600788
1708763.jpeg,MISSING,0.625804789,MISSING,0.478166111
1707623.jpeg,MISSING,0.721755077,Tisvilde,0.699178539
1705514.jpeg,MISSING,0.975444074,MISSING,0.537578054
1706872.jpeg,26-7-1951,0.820675962,Nivå,0.940391028
1743834.jpeg,3/5-36,0.101197333,Boserup,0.840281904
1705549.jpeg,-/7 1930,0.106544407,Sandvig,0.642440133
1708919.jpeg,26.8.1940,0.600257654,Mols,0.801367081
1709319.jpeg,5.6-1907,0.129418005,Dyrehaven,0.727399212
1707825.jpeg,MISSING,0.695613822,Jægerspris,0.612140042
1707772.jpeg,MISSING,0.700366778,Øbjerggård,0.042676569
1707332.jpeg,MISSING,0.760669900,Bornholm,0.825725978
1743869.jpeg,29-7-49,0.364392240,Asserbo,0.839687784
1709539.jpeg,MISSING,0.516486814,MISSING,0.452916035
1705706.jpeg,17/8.1902,0.304683237,Vester Ulslev Havn,0.145162170
1705718.jpeg,MISSING,0.945143983,MISSING,0.531636860
1743954.jpeg,6-6-1970,0.049211882,LÆSØ,0.052182480
1706393.jpeg,1.7.2000,0.851867232,Lodskovvad,0.681652016
1743558.jpeg,MISSING,0.396177630,Skagen,0.897020309
1709451.jpeg,8.V. 1917,0.129120946,Hansted,0.852758412
1743886.jpeg,Juni. 1942,0.163579873,Rønshoved Rinkenæs,0.141894513
1706432.jpeg,17/6 1871,0.069114883,Dronninglund,0.229824189
1709909.jpeg,MISSING,0.487374962,MISSING,0.445786602
1706861.jpeg,19-8-1962,0.822458321,"NØ, KONGELUNDEN",0.183779933
1706154.jpeg,MISSING,0.881870264,Danmark,0.871176114
1705883.jpeg,-/7 1930,0.137141558,Sandvig,0.632340103
1708787.jpeg,10/73,0.096741437,Rask Horsens,0.587781146
1707334.jpeg,MISSING,0.760372840,Bornholm,0.818596544
1707497.jpeg,5.6-12,0.039408912,Dyrehaven,0.214674144
1710360.jpeg,26-8-1956,0.470739618,Nekselø S.,0.667690209
1707929.jpeg,13.5.1938,0.677790239,Aasø,0.830478933
1707048.jpeg,21-5-49,0.798693543,Eremitagen,0.680463777
1709632.jpeg,1/5-1942,0.509951500,Ramløse Sand,0.301118521
1707571.jpeg,15 MAY 1969,0.264580176,NWZ UTM:PG27 Røsnæs,0.168926948
1742815.jpeg,MISSING,0.422318885,Svejbæk,0.647193089
1706277.jpeg,18-6-1956,0.867908457,Redsle Fl.,0.353995150
1705673.jpeg,3/6.1870.,0.953164595,Rønne.,0.694722643
1708443.jpeg,Juni 1973,0.648084268,Danmark WJ Tipperne,0.161797514
1742709.jpeg,18.5.1929,0.216753562,Hovslund,0.417268869
1706382.jpeg,2/6 69.,0.148726887,N.Z.,0.033170658
1709953.jpeg,20.5.1918,0.020694150,Trekroner,0.051588360
1705730.jpeg,7-8-85 | 21-5-86,0.100603213,MISSING,0.530745681
1705767.jpeg,24-5-1915,0.146647469,Skagen,0.908902698
1744485.jpeg,MISSING,0.342409821,Øbjerggård,0.692346166
1709775.jpeg,20-5-1956,0.228041831,JægersprisNord skov,0.077135496
1705572.jpeg,3-7-43.,0.969502880,Veddinge Bakker,0.349539254
1705845.jpeg,MISSING,0.314783268,Sondbg,0.057232495
1707938.jpeg,16.10.21,0.053964838,Dyrehaven,0.325180358
1705559.jpeg,5-6-1922,0.162391634,Dyrehaven,0.771958169
1708872.jpeg,26-10-1972,0.608278266,Marselisborg Dyreh.,0.143676872
1708402.jpeg,22.9.18,0.252103668,Holte,0.802555320
1709453.jpeg,18.5.1924,0.230715368,Thorsager,0.720269779
1707491.jpeg,31-5-1917 | 1829,0.023367687,Vraa,0.934152774
1707720.jpeg,13-5-1972,0.708090330,Skallingen,0.676602001
1706080.jpeg,3/6.1870.,0.896426190,Rønne.,0.913952713
1743748.jpeg,27. 7. 03,0.383107002,Funder,0.912170355
1707364.jpeg,MISSING,0.754431646,Kb,0.970988178
1708961.jpeg,17/9.1870,0.083373750,Bornholm,0.688187329
1708875.jpeg,26-10-1972,0.607684147,Marselisborg Dyrh.,0.109515005
1709144.jpeg,24.8.1933,0.021288269,Pinds Mølle,0.286265535
1743524.jpeg,MISSING,0.401524704,Bornholm,0.808496514
1707000.jpeg,1882,0.113376781,Vendsyssel,0.082482570
1708903.jpeg,16.9.1943,0.602634132,Dyrehaven,0.737499242
1709538.jpeg,MISSING,0.516783874,MISSING,0.158232798
1742717.jpeg,9.6.1935,0.180215217,N. f. Rønne,0.227150652
1710386.jpeg,19.IX.1992,0.466283722,Høstemark Skov NEJ,0.247944832
1728596.jpeg,2.6.48,0.440439527,Tystofte Sjæll.,0.151697484
1706910.jpeg,10.8.1948,0.815625947,Dyrehaven,0.260718400
1708475.jpeg,MISSING,0.643331313,MISSING,0.483810246
1743059.jpeg,15.10.21,0.406574720,Dyrehaven,0.650460746
1706250.jpeg,7-6-1971,0.291612610,Læsø,0.894049712
1705804.jpeg,4.6.19,0.302306760,Thorsager,0.548569263
1708721.jpeg,20.10.1946,0.248538951,Salten,0.829587754
1743962.jpeg,19. 9. 75,0.018020612,MISSING,0.427368900
1708699.jpeg,MISSING,0.636498939,MISSING,0.480839648
1705925.jpeg,29-7-49.,0.917814489,Asserbo,0.872067293
1743550.jpeg,MISSING,0.397662928,Øbjerggård,0.253291907
1708414.jpeg,24-5-1955,0.652837223,Skallingen,0.672443165
1707259.jpeg,20.8.82,0.269630191,Rude Skov,0.258936041
1709558.jpeg,IV. 91.,0.229824189,Sandbg,0.060203092
1707755.jpeg,MISSING,0.702446196,Kagerup Sjæll.,0.097632616
1708038.jpeg,8/5 1936 | 8/5 36,0.116644438,Tranekær Svendborg Amt | Tr,0.396474689
1707365.jpeg,MISSING,0.754134586,Kb,0.970691119
1705528.jpeg,MISSING,0.973067596,MISSING,0.536686875
1710370.jpeg,2. 9. 1972,0.469551379,Svinø strand,0.408654138
1707352.jpeg,6/6. 1870.,0.756808124,Bo | Østerlars,0.890484995
1707589.jpeg,17 Mai 1951,0.724428615,Hobro Skov Jyll.,0.217941801
1705505.jpeg,MISSING,0.977523492,Boserup,0.879493786
1705825.jpeg,MISSING,0.930588057,MISSING,0.529557442
1709070.jpeg,6/9 1934 | 6/9 34 | 1834,0.031091240,Svanninge Svendborg Amt | Svan.,0.236953622
1728539.jpeg,13-5-1910,0.448757199,Knudshoved,0.665907851
1742748.jpeg,MISSING,0.433013034,Øbjerggård,0.375977569
1744447.jpeg,11.5.1947,0.346271597,Juelsminde,0.610357684
1743057.jpeg,15.10.21,0.406871779,Dyrehaven,0.086938466
1743991.jpeg,26-7-1951,0.349836314,Nivå,0.929399818
1707411.jpeg,21/5 86,0.083076690,MISSING,0.502525008
1743514.jpeg,MISSING,0.402415884,MISSING,0.433607154
1728526.jpeg,20/V.42,0.043567748,Ø. Assels Mors,0.206653531
1708867.jpeg,26.10.72,0.096444377,Marselisb. Sk.,0.366174598
1707568.jpeg,1-6-1958,0.727993331,Mogenstrup,0.249133071
1706047.jpeg,20.5.34,0.901476205,Reersø,0.905932101
1709311.jpeg,9/4 1934,0.555698697,Saltholm,0.811764171
1709837.jpeg,7. 1883,0.495692634,Faaborg,0.850381934
1709087.jpeg,15-9-1912,0.580354653,Holte,0.921973325
1706482.jpeg,17/6.1871.,0.843252501,Nord for storskoven Jydske as | Al,0.113970900
1705787.jpeg,27.6.1941,0.935935132,Gravenshoved,0.252697787
1743501.jpeg,MISSING,0.404198242,SS | Øbjerggård Næstved,0.269630191
1707992.jpeg,MISSING,0.669175508,Kb,0.966235223
1709373.jpeg,6-4-1952 | 6-4-1952,0.111297363,Dyrehaven | Dyrehaven,0.308247954
1706162.jpeg,MISSING,0.879493786,Lolland,0.868799636
1706467.jpeg,17/6.1871.,0.845926038,Nord for storskoven Vendsyssel | Al,0.245568354
1709432.jpeg,19.V.2022,0.534013337,"Denmark: Samsø: EJ: Følsdal Bakke, 55.9922N, 10.5515E, h30m",0.562531070
1743794.jpeg,3/6-1941,0.377165808,Kastrup Dyrehave Tystrup Sø,0.044755987
1742726.jpeg,17.5.22,0.438063049,Søllerød,0.635013640
1706922.jpeg,5.6.12,0.813843589,Dyrehaven,0.581542892
1708021.jpeg,MISSING,0.664719612,MISSING,0.487969082
1705608.jpeg,MISSING,0.964155805,MISSING,0.534013337
1705456.jpeg,MISSING,0.984058806,Veilø Bugt,0.322209761
1707329.jpeg,MISSING,0.761264019,Bornholm,0.689375568
1707323.jpeg,MISSING,0.763046378,Dyrehaven,0.287453774
1707318.jpeg,20.5.22,0.763937557,Søllerød,0.700069718
1705989.jpeg,8-7-1961,0.050103062,Nivå,0.936232192
1709169.jpeg,MISSING,0.571739921,MISSING,0.457668991
1744473.jpeg,MISSING,0.345083359,Øbjerggård,0.636795999
1705944.jpeg,25.5-1962,0.915140952,Skallingen,0.683434374
1709752.jpeg,MISSING,0.508169142,MISSING,0.448757199
1728505.jpeg,MISSING,0.453213095,Esbjerg,0.846520158
1707662.jpeg,MISSING,0.716705062,Møens klint. | MØ,0.351321613
1707381.jpeg,MISSING,0.750866929,MISSING,0.504307366
1705470.jpeg,7/1870,0.154965141,Ørholm,0.237547742
1706388.jpeg,8/62,0.104464989,Rørvig,0.905040921
1709077.jpeg,19-9-36,0.581245832,Klosterh,0.172788724
1728491.jpeg,28/4.1902,0.454401334,Vester Ulslev Haven,0.179324038
1705840.jpeg,MISSING,0.928805699,Boserup,0.874146711
1706033.jpeg,22.VII.2021,0.903555623,"DENMARK: WJ, Poulsens Minde, 56.35N, 8.96E, 27 m",0.629963625
1728556.jpeg,31.v.-2.vi.1983,0.448163080,F: PF 07 Ristinge Klint,0.131794483
1705738.jpeg,MISSING,0.942470446,Falster,0.875334950
1705896.jpeg,14/7 1930,0.139220976,"Sd.Sjæll., Langebæk",0.101494392
1708693.jpeg,21.X. 1976,0.637687178,"Sjælland Røsnæs, Kongstrup",0.191800546
1743801.jpeg,20/7-19.32,0.019208851,Skallingen,0.665610791
1706907.jpeg,5.5.1916,0.278541982,Hansted Skov,0.329933313
1706410.jpeg,19.5.1941,0.849193695,Bygholm,0.868502577
1743775.jpeg,28/7 1930.,0.378651106,Ærø.,0.582434071
1709952.jpeg,17/8-19,0.482324947,Ørholm St.,0.361124583
1707368.jpeg,MISSING,0.753243407,SS,0.970096999
1709331.jpeg,23-10-57.,0.550945741,Eremitagen,0.584513489
1743819.jpeg,16.6.1929,0.372115793,Hellinge skov,0.092879661
1707572.jpeg,15 MAY 1969,0.264283116,NWZ UTM:PG27 Røsnæs,0.164173992
1707867.jpeg,4.1.60,0.688484389,Silkeborg,0.744925735
1743854.jpeg,10-5-63,0.367065778,Faxe,0.931182176
1706189.jpeg,7/6 1937. | 7/6 37,0.110703243,Ærø Svendborg Amt | Æ,0.256559564
1744650.jpeg,22.5-1955,0.199821158,Skallingen,0.663531373
1705693.jpeg,MISSING,0.951085177,Bo,0.837905426
1707222.jpeg,28-8-1976,0.782058199,Krenkerup,0.751758109
1705610.jpeg,MISSING,0.963858745,MISSING,0.533716278
1744578.jpeg,MISSING,0.333200970,MISSING,0.425289482
1709742.jpeg,5-81,0.066738406,Jb. Dh.,0.056044256
1705703.jpeg,MISSING,0.948708700,SS,0.919893907
1709193.jpeg,29-8-1952,0.568769324,Dyrehaven,0.730666869
1709871.jpeg,12/7.1870,0.494207336,Ørholm,0.396177630
1728468.jpeg,MISSING,0.458560170,MISSING,0.442816005
1706014.jpeg,2.7.1950,0.907120339,Langeland,0.390830555
1707523.jpeg,13/6 1954,0.735419824,"Ørgaard Nors, Thy",0.272303728
1705993.jpeg,22.7.1989,0.910387996,Skejten v. Fuglsang,0.169521067
1706908.jpeg,5.5.1916,0.088126705,Hansted Skov,0.381324644
1708862.jpeg,26.10.72,0.609169445,Marselisb. Sk.,0.225071234
1709395.jpeg,27.IV.2022,0.542925129,"DENMARK: NEZ: Helsingør, Grønne Vestkile, 56.0375N, 12.5598E",0.605307669
1705998.jpeg,18/V 1994,0.909199758,Højrisplant,0.092582601
1709492.jpeg,MISSING,0.525101546,Dyrehaven,0.780869961
1743732.jpeg,7/5 96,0.092582601,Damhusmosen,0.247350712
1707367.jpeg,MISSING,0.753540467,SS,0.983167627
1707205.jpeg,31-7-1913,0.784731737,Dyrehaven,0.753837527
1710388.jpeg,3. VIII. 1991,0.465689603,NEJ:Høstemark Skov,0.176650500
1706066.jpeg,17.6.22,0.897911488,Dyrehaven,0.307950894
1709205.jpeg,16.4.27,0.566986966,Sorø,0.893455593
1705434.jpeg,5.6.1926,0.987029403,Halk,0.834637769
1742778.jpeg,MISSING,0.427665959,MISSING,0.155856320
1706150.jpeg,1882.,0.882761443,Aalborg,0.871473174
1705726.jpeg,12/8.1906,0.944549864,Vester Ulslev Haven,0.246459533
1707576.jpeg,12.6.1999,0.726210973,Tolne Bakker,0.393801152
1707253.jpeg,MISSING,0.775225826,Dyrehaven,0.070006062
1709811.jpeg,16.1.1988,0.498663231,Klostermølle EJ,0.202791755
1742805.jpeg,MISSING,0.422615944,MISSING,0.436280691
1706412.jpeg,8.7.1883,0.160609276,Husum,0.233983025
1707380.jpeg,MISSING,0.751163989,MISSING,0.504604426
1706779.jpeg,19-7-1908,0.834043650,Rungsted,0.700366778
1706510.jpeg,25/6 71,0.282403759,Dronninglund,0.547083965
1709162.jpeg,MISSING,0.573819339,MISSING,0.459748409
1743581.jpeg,MISSING,0.391424674,Boserup,0.886326159
1709351.jpeg,MISSING,0.549163383,MISSING,0.454698393
1706819.jpeg,4.VII.1968,0.829587754,SJÆLLAND RØRVIG,0.212891785
1705414.jpeg,12-6-1919,0.312703850,Tistrup,0.606792968
1708884.jpeg,13.10.1991,0.606198848,Marselisborg,0.570848742
1743497.jpeg,6/1862.,0.212594726,Ti | Kulhuset Jægerspris,0.315674447
1709391.jpeg,26.9. 1948,0.544113368,Dyrehaven Själl.,0.134468021
1705590.jpeg,27/7 1893,0.966829342,Aalborg,0.877414368
1709385.jpeg,10-IV-1976,0.172788724,Ejstrupholm,0.625804789
1709378.jpeg,12-10-1962,0.546489845,Dyrehaven,0.721755077
1706450.jpeg,17/6 1871,0.285077296,Jydske As,0.243191876
1707723.jpeg,24.5-1974,0.262797818,Skallingen,0.676304941
1706051.jpeg,6.6.1927,0.900882085,Høbjerg,0.579463474
1706339.jpeg,MISSING,0.858996666,Ti,0.126447408
1709062.jpeg,4/9 1940,0.582434071,Kulhus v. Jægerspris,0.147538648
1706895.jpeg,20-VII - 11-VIII - 2015,0.816517126,"DENMARK: 38 km North of Copenhagen, Strødam Naturreservat N55°57'E12°16'",0.129120946
1707890.jpeg,8.10.2009,0.685216732,"DANMARK: EJ, NH68 Hadsund",0.132982722
1705946.jpeg,13-5-1972,0.914843892,Skallingen,0.693831464
1705511.jpeg,MISSING,0.976335253,Lolland,0.878899667
1707517.jpeg,13/6 1954,0.265471355,"Ørgaard Nors, Thy",0.293394968
1705547.jpeg,7/6 1937. | 7/6 37,0.175462261,Ærø Svendborg Amt,0.081888451
1707020.jpeg,11-5-84,0.098523795,Klampenborg Dyrehave,0.143973931
1707807.jpeg,MISSING,0.698584420,Ti,0.917220370
1706373.jpeg,MISSING,0.854243710,MISSING,0.518863292
1707583.jpeg,17.V.1980,0.725022734,Gl. Ry,0.040597151
1705904.jpeg,28/7 1929. | 28/7 29,0.921676266,Ærø Svendborg Amt | Æ,0.222100637
1743525.jpeg,MISSING,0.401227645,MISSING,0.433013034
1706090.jpeg,MISSING,0.895237951,Veilø Bugt,0.414001212
1707958.jpeg,MISSING,0.676007881,Falster,0.583325250
1707806.jpeg,MISSING,0.698881479,Ti,0.917517430
1707738.jpeg,29.5.1981.,0.705713853,Blåvand,0.605901788
