image_file,verbatimDate,verbatimDate_confidence,verbatimLocality,verbatimLocality_confidence
1709423.jpeg,27.IV.2022,0.436874811,"DENMARK: NEZ: Helsingør, Grønne Vestkile, 56.0375N, 12.5598E",0.214674144
1708929.jpeg,22.8.02,0.046241285,Horsager,0.062282510
1707086.jpeg,29-5-1951,0.582137011,Dyrehaven,0.759481661
1744689.jpeg,10-5-1956,0.319536223,Kongelunden,0.380136405
1706426.jpeg,17/6.1871,0.618081237,Dronninglund,0.345083359
1706391.jpeg,1.7.2000,0.622834192,Lodskovvad,0.689969688
1743904.jpeg,24/7 1948,0.336468627,Stensbæk Plantage Sønderjylland,0.221803577
1709006.jpeg,MISSING,0.819487724,Lolland,0.856323128
1708371.jpeg,17.-4.-45.,0.253291907,''Svinget'' ov.,0.046241285
1708458.jpeg,14.9.09,0.502525008,Skagen,0.607090027
1706348.jpeg,MISSING,0.940391028,Ti,0.917814489
1706059.jpeg,7. 6. 1914,0.645410731,Gentofte,0.580651713
1709340.jpeg,19-9-1953,0.058123674,Dyrehaven,0.728884510
1706431.jpeg,17/6.1871,0.118129736,Dronninglund,0.343003941
1706099.jpeg,MISSING,0.956135192,Veilø Bugt,0.268739012
1707182.jpeg,MISSING,0.912170355,MS,0.164173992
1708480.jpeg,MISSING,0.845331919,MISSING,0.517972113
1706831.jpeg,1.7.28.,0.604713550,Eremitagen,0.688781449
1707883.jpeg,7-11-1965,0.532528039,Grejs Jylland,0.311515611
1743955.jpeg,7-6-1971,0.203682934,Læsø,0.050994241
1708992.jpeg,MISSING,0.822161261,MISSING,0.501930888
1709452.jpeg,8.V. 1917,0.170412246,Hansted,0.692940285
1743822.jpeg,16.6.1929,0.349539254,Lellinge skov,0.418160048
1707678.jpeg,MISSING,0.880087905,MISSING,0.183185814
1708915.jpeg,10. 10. 1884,0.477869051,Erlev,0.804634738
1707677.jpeg,6/1870,0.137141558,Bornholm,0.623428312
1706395.jpeg,2.7.2000,0.621943013,Lodskovvad,0.689375568
1709381.jpeg,26.3.1973,0.446974841,Dyrehaven,0.725319794
1707412.jpeg,21-5-86,0.267550773,Esbjerg,0.890187936
1742819.jpeg,22/5.1917,0.214674144,Vester Ulslev Vestermosen,0.209327069
1728486.jpeg,6.1914,0.393207032,Silkeborg,0.780572901
1705997.jpeg,23-7-44,0.167738709,DANMARK | Stasevang,0.301118521
1709104.jpeg,10-9 1935,0.238735981,Jy. Herning Brændgaard,0.232794786
1707435.jpeg,28/5 1911,0.560748712,Hornbæk,0.618972416
1705636.jpeg,5-6-18.,0.306465596,Læsaa. Bornh.,0.285374356
1743875.jpeg,6-9-49,0.340627463,Sønderskov. Høvelte,0.282403759
1707688.jpeg,MISSING,0.089909063,Tiis-Sø,0.348648075
1705826.jpeg,13/5..1870.,0.301712640,Aldershvile | NS,0.063767808
1709957.jpeg,MISSING,0.774631707,MISSING,0.479651410
1707779.jpeg,6/1862,0.142191573,Jægerspris,0.028714762
1709021.jpeg,MISSING,0.817705365,MISSING,0.499851470
1707065.jpeg,7/6 89,0.137735677,Harboør,0.629666566
1706998.jpeg,MISSING,0.918111549,Lolland,0.864343741
1705567.jpeg,7. Sep. 1942,0.695613822,Ø. Assels Mors,0.413704153
1742799.jpeg,MISSING,0.748193392,MISSING,0.472819036
1706765.jpeg,10/8 1930.,0.613328281,"Jyll, Holmsland",0.259827220
1709048.jpeg,19-9-86,0.140706275,Klitmuller,0.084859048
1708957.jpeg,7/9 870.,0.048023644,Bornholm,0.089017884
1708462.jpeg,MISSING,0.848896635,MISSING,0.521536829
1709973.jpeg,17-7-51.,0.411327675,Stubbergaard Sevel,0.193285844
1707060.jpeg,23-9-1973,0.272897848,Dyrehaven,0.589266444
1707180.jpeg,MISSING,0.912764474,NS,0.026041225
1707778.jpeg,8 6/1862,0.030200061,Jægerspris,0.031685359
1707200.jpeg,MISSING,0.910982116,MISSING,0.545004547
1706884.jpeg,14-7-14,0.149618066,Raageleje,0.797505305
1728454.jpeg,MISSING,0.773443468,Kb,0.980197029
1707560.jpeg,26-6-1955,0.548272204,Lindholm,0.819190664
1708465.jpeg,MISSING,0.848302516,MISSING,0.169818127
1706994.jpeg,MISSING,0.919299788,Lolland,0.865531979
1743908.jpeg,23/6-29/6 1942,0.335874507,Hagebro v. Skive,0.055153077
1707018.jpeg,25/5 85,0.274680206,Lorup,0.442816005
1707480.jpeg,5-6-1922,0.126150349,Dyrehaven,0.794534707
1705643.jpeg,8.8.1936,0.686999091,Arnager,0.037923613
1708932.jpeg,MISSING,0.827805396,Øbjerggård,0.420536526
1706474.jpeg,MISSING,0.933558654,Al,0.986138224
1705616.jpeg,21-6-1956,0.690860867,V.F. Høvblege Møn,0.343301000
1707061.jpeg,23-6-1977,0.272600788,Dyrehaven,0.695019703
1707595.jpeg,21.6.32,0.542033950,Skagen,0.903555623
1708742.jpeg,10/1872,0.166550470,Veile,0.331121552
1742802.jpeg,MISSING,0.747896332,MISSING,0.472521976
1705527.jpeg,MISSING,0.981682328,Falster,0.878602607
1706018.jpeg,19.V.2022,0.653431343,"Denmark: Samsø: EJ: Følsdal Bakke, 55.9922N, 10.5515E, h30m",0.198038800
1706957.jpeg,MISSING,0.925538042,Dyrehaven,0.763937557
1743816.jpeg,16.6.1929,0.350430433,Hellinge skov,0.095850258
1744702.jpeg,10-5-1956,0.129418005,Kongelunden,0.636498939
1743804.jpeg,19.8.1941,0.352806911,Als - Hurup,0.057826614
1709815.jpeg,12.IV.2011,0.419942407,Sukkertoppen EJ,0.327853895
1707515.jpeg,22-5-1965,0.551836920,V.Sjælland Røsnæs Kongstrup Kl,0.113673841
1706505.jpeg,15/6 71,0.282997878,Dronninglund bakker,0.162688694
1728504.jpeg,7/5 96,0.139518036,Damhus-mosen,0.097335556
1705441.jpeg,27.5.22,0.701257957,Søllerød,0.829884814
1707501.jpeg,16-5-1976,0.553322219,Jægerspr. NSJ,0.056638375
1709765.jpeg,23-10-1955,0.428260079,Dyrehaven,0.722646256
1707281.jpeg,18.6.32,0.570551682,Skagen,0.904743862
1742710.jpeg,18.5.1929,0.382215823,Hovslund,0.383404062
1744641.jpeg,22-5-1962,0.200118218,Skallingen,0.672443165
1705675.jpeg,3/6.1870,0.133279782,Rønne,0.708387390
1706330.jpeg,MISSING,0.942767505,MISSING,0.556292816
1706397.jpeg,21.VII.2004,0.621645953,Lodskovvad NEJ,0.381621704
1706085.jpeg,13/6.1870,0.061391331,Rønne,0.805525917
1707733.jpeg,MISSING,0.873552592,MISSING,0.530745681
1705909.jpeg,8-6-1914,0.150806305,Vamdrup,0.873255532
1742826.jpeg,13/5 1892,0.379839345,Dyrehaven,0.717596241
1705856.jpeg,26.7.1903,0.670660806,Fandskov,0.072679600
1707842.jpeg,MISSING,0.863452561,MISSING,0.528963322
1708905.jpeg,22.8.1915,0.479651410,Horsens,0.653134283
1709498.jpeg,MISSING,0.797208245,Dyrehaven,0.723834495
1728495.jpeg,15/4 1910,0.218832980,Vester Ulslev,0.432418915
1706974.jpeg,29/5 1870,0.157638678,Dyrehaven | Kb,0.342112761
1708696.jpeg,MISSING,0.843846620,MISSING,0.516783874
1706332.jpeg,MISSING,0.942173386,MISSING,0.555698697
1705638.jpeg,2-VI-1975,0.687593210,Ejstrupholm,0.642143074
1706836.jpeg,19-9-1953,0.603822370,Dyrehaven,0.635607760
1744463.jpeg,17.7. 24,0.113970900,Esbjerg,0.806714156
1708705.jpeg,MISSING,0.842064262,MISSING,0.514704456
1706001.jpeg,10.VIII 1997,0.297256744,Esbær,0.056935435
1706036.jpeg,5-10.47,0.296662625,Kongelunden,0.605901788
1706278.jpeg,18-6-1956,0.629963625,Redsle Fl.,0.392018794
1709959.jpeg,12/7 1939,0.412515914,Ærø Svendborg Amt,0.324586238
1706365.jpeg,MISSING,0.937123371,MISSING,0.554807517
1743936.jpeg,22-5-1965,0.333200970,V.Sjælland Røsnæs Kongstrup Kl,0.242597757
1707881.jpeg,23/10 1870,0.532825099,Dyrehaven,0.628181267
1706930.jpeg,19/5.1870,0.277947863,Dyrehaven,0.375383450
1706923.jpeg,5.6.22,0.037329494,Dyrehaven,0.797208245
1744655.jpeg,17-6-1911,0.321318581,Asminderød,0.671254926
1707254.jpeg,MISSING,0.905337981,Dyrehaven,0.575601697
1707031.jpeg,27-6-37,0.589266444,Grib,0.703931494
1709247.jpeg,16/4 1870,0.234577145,Dyrehaven,0.732746287
1706434.jpeg,14/6/871,0.033467717,Dronninglund.,0.296068506
1707363.jpeg,MISSING,0.896723249,Kb,0.971285238
1744438.jpeg,8.5.25,0.326665656,Saltholm,0.809090634
1709514.jpeg,16/4.1870,0.431230676,Ko | Dyrehaven,0.049211882
1706008.jpeg,4.VI.1988,0.654916641,Råbjerg K. | DK.NEJ. NJ88,0.088720824
1744543.jpeg,MISSING,0.721160958,Kb,0.947520461
1706288.jpeg,12.V.1990,0.627587148,Høstemark Skov NEJ,0.294286147
1707181.jpeg,MISSING,0.912467414,MS,0.984355865
1707638.jpeg,MISSING,0.885137921,Møen,0.884246741
1709887.jpeg,12/7.1870,0.223585935,NS | Ørholms-fælled,0.095256138
1706429.jpeg,17/6.1871,0.128229767,Dronninglund,0.218238860
1707312.jpeg,5.6.12,0.566095787,Dyrehaven,0.752946347
1709177.jpeg,MISSING,0.190909366,MISSING,0.491830858
1706802.jpeg,16/7 1937,0.281215520,Gudhjem,0.867314338
1707278.jpeg,17.6.1924,0.269333131,Slotved Skov,0.602634132
1709783.jpeg,14.IV.1995,0.424695362,LFM PF67 MALTRUP,0.359936344
1743956.jpeg,23.VII 1983,0.203385875,SKIBBY SJ.,0.092582601
1709540.jpeg,MISSING,0.790672931,Sorø,0.893158533
1707575.jpeg,12.6.1999,0.544707487,Tolne Bakker,0.602040012
1742730.jpeg,MISSING,0.762452258,Dyrehaven,0.611545923
1705689.jpeg,9/6 1870,0.304980297,Bo | Byå ved Rønne,0.202494695
1743808.jpeg,22.5.1933,0.352212792,Ristinge Klint,0.303494998
1707840.jpeg,MISSING,0.864046681,MISSING,0.529260382
1742986.jpeg,22.XII.1985,0.378354047,"NWZ: Tissø, NØ.",0.286265535
1706134.jpeg,MISSING,0.951679297,Bo,0.834637769
1706987.jpeg,MISSING,0.921082146,MISSING,0.548569263
1707712.jpeg,MISSING,0.875037890,Svejbæk,0.860779024
1705719.jpeg,MISSING,0.196553501,MISSING,0.377165808
1744561.jpeg,MISSING,0.718190361,Kb,0.944846923
1709191.jpeg,29-8-1952,0.463610185,Dyrehaven,0.735419824
1743786.jpeg,31/7 1938,0.355183389,Strandby Klit Frederikshavn,0.144865111
1709494.jpeg,MISSING,0.798396484,Dyrehaven,0.287750834
1744695.jpeg,10-5-1956,0.197444680,Kongelunden,0.379245226
1706871.jpeg,26-7-1964,0.599366475,NO.Sjælland Ganløse Hessel,0.139518036
1708861.jpeg,26.10.12,0.050400121,Marselisb.Sk.,0.097632616
1708345.jpeg,20-9.36,0.254183086,Vrist,0.806417096
1744636.jpeg,25-5-53,0.323397999,Tisvilde Strand,0.269630191
1709127.jpeg,25.9-1960,0.237547742,Jægerspr. N-sk.,0.103870870
1743729.jpeg,1-6-14,0.361718703,Raageleje,0.714031525
1743919.jpeg,5-5 1963,0.091988481,Tisvilde Hegn Nordsjælland,0.221209457
1709108.jpeg,6-9-49,0.469254319,"Sønderskov, Høvelte",0.107138527
1708702.jpeg,MISSING,0.842955441,MISSING,0.515595635
1707284.jpeg,17.6.1924,0.569957563,Slotved Skov,0.613922401
1744601.jpeg,MISSING,0.711357987,MISSING,0.457371931
1743062.jpeg,15.10.21,0.365877539,Dyrehaven,0.080997272
1707172.jpeg,MISSING,0.913952713,MS,0.973067596
1708362.jpeg,13-5-1910,0.157044559,Knudshoved,0.681652016
1742982.jpeg,19-5-1964,0.379245226,RYGET 45a,0.310921491
1743512.jpeg,MISSING,0.188235829,MISSING,0.369739315
1707301.jpeg,3.6.1899,0.567581085,Fredsted,0.591939982
1706408.jpeg,16.6.71.,0.288642013,Jyske Aas,0.307653834
1743566.jpeg,MISSING,0.736013944,Horsens,0.844440740
1709211.jpeg,21.10.31,0.236062443,Dyrehaven,0.624319491
1707762.jpeg,4.6.45,0.038220673,Røsnæs,0.601445893
1707346.jpeg,MISSING,0.898802667,Bo,0.984058806
1709026.jpeg,13/9 1887.,0.474304335,København,0.739875720
1743552.jpeg,23/7.1872,0.051291300,Næstved,0.420239467
1706921.jpeg,25.9.21,0.592534101,Dyrehaven,0.385186420
1707459.jpeg,1-6-50.,0.555698697,Hillerød,0.706307972
1708701.jpeg,MISSING,0.085453168,MISSING,0.515892695
1743964.jpeg,26.8.87,0.202494695,Harboør,0.070303122
1743889.jpeg,23-8-1953,0.338845105,"Ørgaard Nors, Thy",0.335577448
1707431.jpeg,17/6 1923,0.180215217,Ravneholm Ggr.,0.314486208
1743878.jpeg,17.3.1943,0.339736284,Frederikslund,0.438657169
1706475.jpeg,16/6 1871.,0.283294938,Nord for storskoven jydske ås. | Al,0.123179751
1706032.jpeg,22.VII.2021,0.650460746,"DENMARK: WJ, Poulsens Minde, 56.35N, 8.96E, 27 m",0.240815399
1708040.jpeg,5/7 1938. | 5/7 38,0.255668384,Tranekær Svendborg Amt,0.070600182
1708994.jpeg,MISSING,0.821864201,MISSING,0.501633828
1705774.jpeg,MISSING,0.968017581,Bornholm,0.829587754
1707922.jpeg,13.5.1938,0.524804486,Tranekjær,0.604119430
1706344.jpeg,MISSING,0.940985147,Ti,0.271709609
1705879.jpeg,19.6.38,0.670363747,Jægersp,0.298444983
1728527.jpeg,7/6-1941,0.390830555,Saltholm,0.813249470
1743001.jpeg,29.6.1986,0.375977569,Dybsø,0.359045165
1744460.jpeg,4.5.1938,0.324586238,Vestorris,0.059906032
1706950.jpeg,26/5.1870,0.276462564,Dyrehaven,0.332606851
1708459.jpeg,MISSING,0.849787814,MISSING,0.522428008
1709798.jpeg,24.5. 1949,0.422913004,Vedersø Jylland,0.269927251
1742823.jpeg,13/5 1892,0.380730524,Horsens,0.846223098
1742780.jpeg,MISSING,0.752055168,MISSING,0.175462261
1744440.jpeg,8.5.25,0.326368597,Saltholm,0.704525614
1706355.jpeg,MISSING,0.938905729,Ti,0.975444074
1706232.jpeg,1-6-50,0.634419521,Hestehaven. Hillerød,0.266065474
1705720.jpeg,5.72,0.304386178,Odense,0.911279176
1707494.jpeg,5.6.22,0.164471052,Dyrehaven,0.279730221
1706284.jpeg,18-6-1956,0.628775386,Redsle Fl.,0.391424674
1706411.jpeg,19.5.1941,0.619566535,Bygholm,0.653431343
1706188.jpeg,13-8-36,0.638578357,Hindsholm,0.770472871
1709303.jpeg,MISSING,0.806417096,MISSING,0.491533798
1707863.jpeg,MISSING,0.861076084,MISSING,0.526586844
1706476.jpeg,MISSING,0.933261594,Al,0.447866020
1707066.jpeg,25.V.87,0.042676569,Harboør,0.188235829
1706045.jpeg,12.9.37,0.143676872,Salpeterm,0.292503789
1707991.jpeg,MISSING,0.853946651,Kb,0.966532283
1743818.jpeg,16.6.1928,0.057826614,Lellinge skov,0.439548348
1744694.jpeg,10-5-1956,0.129715065,Kongelunden,0.637093059
1707177.jpeg,20/8 1888,0.269927251,Bognæs Roeskilde | MS,0.118723856
1708042.jpeg,29/5-1939. | 29/5-39,0.115456199,Tranekær Svendborg Amt | Tr,0.067629585
1742733.jpeg,MISSING,0.761561079,Jylland,0.016238254
1705704.jpeg,MISSING,0.972770537,SS,0.988514701
1707195.jpeg,27/7.18,0.167144589,Dyrehaven,0.758590482
1707936.jpeg,15.10.21,0.523022128,Dyrehaven,0.349539254
1709198.jpeg,26-8-1956,0.462421946,Nekselø V.,0.679275538
1709982.jpeg,9-8-1973 | 14-8-1974,0.410436496,Hørblese | Tisvilde,0.066441346
1742735.jpeg,MISSING,0.761264019,Dyrehaven,0.286859654
1707446.jpeg,4/6 93,0.558966353,Asserbo Overdrev,0.255074265
1708956.jpeg,4/9.1872,0.033170658,Dyrehaven,0.789484692
1705532.jpeg,MISSING,0.980494089,MISSING,0.571442861
1728494.jpeg,24/5.1910,0.392612913,Kjeldskov,0.719972719
1728551.jpeg,23-5-1954,0.217347681,Ganløse Or.,0.353103971
1708343.jpeg,22-9-36,0.254480145,Bovbjerg,0.075353137
1708846.jpeg,18-IV-1975,0.488860261,Tykskov krat,0.598772355
1728512.jpeg,11/6 1920,0.391721734,Gudhjem,0.848005456
1709624.jpeg,28/3-1948,0.175165202,Brenderup Fyn,0.328745074
1705755.jpeg,MISSING,0.968314641,Øbjerggaard,0.367956957
1708966.jpeg,MISSING,0.826320097,Kb,0.965046984
1707951.jpeg,6/1870,0.258044862,Dyrehaven,0.793346469
1706172.jpeg,7/6.1870.,0.639469536,Rø,0.834043650
1706788.jpeg,18.6.1949 1930,0.023664747,Hillerød,0.822458321
1707740.jpeg,9.6.1982.,0.537875114,Skallingen,0.683731434
1743862.jpeg,19-5-1912,0.205465293,Knudshoved,0.648084268
1706471.jpeg,14/6.1871.,0.283591998,Nord for storskoven Jydske ås | Al,0.116941497
1705796.jpeg,22.5.1898,0.302900879,Hald,0.020991209
1709482.jpeg,MISSING,0.801367081,Dyrehaven,0.318645044
1708763.jpeg,MISSING,0.838499545,MISSING,0.513516217
1707623.jpeg,MISSING,0.886920279,Tisvilde,0.705713853
1705514.jpeg,MISSING,0.982573507,MISSING,0.572928160
1706872.jpeg,26-7-1951,0.599069415,Nivå,0.940391028
1743834.jpeg,3/5-36,0.101197333,Boserup,0.842361322
1705549.jpeg,-/7 1930,0.106544407,Sandvig,0.651351925
1708919.jpeg,26.8.1940,0.477571992,Mols,0.804040618
1709319.jpeg,5.6-1907,0.125259169,Dyrehaven,0.731558048
1707825.jpeg,MISSING,0.866423159,Jægerspris,0.632340103
1707772.jpeg,MISSING,0.870879054,Øbjerggård,0.042676569
1707332.jpeg,MISSING,0.901476205,Bornholm,0.828102455
1743869.jpeg,29-7-49,0.342112761,Asserbo,0.841767202
1709539.jpeg,MISSING,0.790969991,MISSING,0.488563201
1705706.jpeg,17/8.1902,0.304683237,Vester Ulslev Havn,0.160906335
1705718.jpeg,MISSING,0.970691119,MISSING,0.566986966
1743954.jpeg,6-6-1970,0.049211882,LÆSØ,0.052182480
1706393.jpeg,1.7.2000,0.622240073,Lodskovvad,0.689672628
1743558.jpeg,MISSING,0.737499242,Skagen,0.897020309
1709451.jpeg,8.V. 1917,0.124962110,Hansted,0.854837830
1743886.jpeg,Juni. 1942,0.152885723,Rønshoved Rinkenæs,0.157638678
1706432.jpeg,17/6 1871,0.069114883,Dronninglund,0.276462564
1709909.jpeg,MISSING,0.778196423,MISSING,0.481433768
1706861.jpeg,19-8-1962,0.600851773,"NØ, KONGELUNDEN",0.218535920
1706154.jpeg,MISSING,0.947223401,Danmark,0.871770233
1705883.jpeg,-/7 1930,0.127041528,Sandvig,0.643628372
1708787.jpeg,10/73,0.096741437,Rask Horsens,0.613328281
1707334.jpeg,MISSING,0.901179145,Bornholm,0.821270082
1707497.jpeg,5.6-12,0.039408912,Dyrehaven,0.261015459
1710360.jpeg,26-8-1956,0.401821764,Nekselø S.,0.675710821
1707929.jpeg,13.5.1938,0.524210367,Aasø,0.832558351
1707048.jpeg,21-5-49,0.587187026,Eremitagen,0.688484389
1709632.jpeg,1/5-1942,0.430042437,Ramløse Sand,0.344192179
1707571.jpeg,15 MAY 1969,0.264580176,NWZ UTM:PG27 Røsnæs,0.192097605
1742815.jpeg,MISSING,0.747005153,Svejbæk,0.655807821
1706277.jpeg,18-6-1956,0.630260685,Redsle Fl.,0.392315853
1705673.jpeg,3/6.1870.,0.682840255,Rønne.,0.702149136
1708443.jpeg,Juni 1973,0.503713246,Danmark WJ Tipperne,0.181700515
1742709.jpeg,18.5.1929,0.216753562,Hovslund,0.452916035
1706382.jpeg,2/6 69.,0.138032737,N.Z.,0.033170658
1709953.jpeg,20.5.1918,0.020694150,Trekroner,0.051588360
1705730.jpeg,7-8-85 | 21-5-86,0.100603213,MISSING,0.566095787
1705767.jpeg,24-5-1915,0.135953319,Skagen,0.908902698
1744485.jpeg,MISSING,0.723537436,Øbjerggård,0.699772658
1709775.jpeg,20-5-1956,0.228041831,JægersprisNord skov,0.077432555
1705572.jpeg,3-7-43.,0.695019703,Veddinge Bakker,0.386968778
1705845.jpeg,MISSING,0.706902092,Sondbg,0.057232495
1707938.jpeg,16.10.21,0.053964838,Dyrehaven,0.364095180
1705559.jpeg,5-6-1922,0.151697484,Dyrehaven,0.776117005
1708872.jpeg,26-10-1972,0.485592604,Marselisborg Dyreh.,0.159421037
1708402.jpeg,22.9.18,0.252103668,Holte,0.805228857
1709453.jpeg,18.5.1924,0.230715368,Thorsager,0.724428615
1707491.jpeg,31-5-1917 | 1829,0.023367687,Vraa,0.934152774
1707720.jpeg,13-5-1972,0.539063353,Skallingen,0.684622613
1706080.jpeg,3/6.1870.,0.643034253,Rønne.,0.913952713
1743748.jpeg,27. 7. 03,0.360530464,Funder,0.912170355
1707364.jpeg,MISSING,0.896426190,Kb,0.970988178
1708961.jpeg,17/9.1870,0.080106093,Bornholm,0.696207942
1708875.jpeg,26-10-1972,0.484998484,Marselisborg Dyrh.,0.112188542
1709144.jpeg,24.8.1933,0.021288269,Pinds Mølle,0.330824492
1743524.jpeg,MISSING,0.741955138,Bornholm,0.811170052
1707000.jpeg,1882,0.113376781,Vendsyssel,0.082779630
1708903.jpeg,16.9.1943,0.479948469,Dyrehaven,0.741658078
1709538.jpeg,MISSING,0.791267051,MISSING,0.178135799
1742717.jpeg,9.6.1935,0.169521067,N. f. Rønne,0.273491967
1710386.jpeg,19.IX.1992,0.397365868,Høstemark Skov NEJ,0.293692028
1728596.jpeg,2.6.48,0.383107002,Tystofte Sjæll.,0.170709306
1706910.jpeg,10.8.1948,0.594019400,Dyrehaven,0.307059715
1708475.jpeg,MISSING,0.846520158,MISSING,0.519160352
1743059.jpeg,15.10.21,0.366471658,Dyrehaven,0.658778418
1706250.jpeg,7-6-1971,0.291612610,Læsø,0.894049712
1705804.jpeg,4.6.19,0.302306760,Thorsager,0.583622310
1708721.jpeg,20.10.1946,0.248538951,Salten,0.831667172
1743962.jpeg,19. 9. 75,0.018020612,MISSING,0.463016065
1708699.jpeg,MISSING,0.843252501,MISSING,0.516189754
1705925.jpeg,29-7-49.,0.663828433,Asserbo,0.872661413
1743550.jpeg,MISSING,0.738687481,Øbjerggård,0.299336162
1708414.jpeg,24-5-1955,0.508466202,Skallingen,0.680463777
1707259.jpeg,20.8.82,0.269630191,Rude Skov,0.305277357
1709558.jpeg,IV. 91.,0.229824189,Sandbg,0.060500152
1707755.jpeg,MISSING,0.872958472,Kagerup Sjæll.,0.098523795
1708038.jpeg,8/5 1936 | 8/5 36,0.116644438,Tranekær Svendborg Amt | Tr,0.167144589
1707365.jpeg,MISSING,0.896129130,Kb,0.970691119
1705528.jpeg,MISSING,0.981385268,MISSING,0.572036981
1710370.jpeg,2. 9. 1972,0.400633525,Svinø strand,0.444895423
1707352.jpeg,6/6. 1870.,0.564313428,Bo | Østerlars,0.423507123
1707589.jpeg,17 Mai 1951,0.542628069,Hobro Skov Jyll.,0.264877236
1705505.jpeg,MISSING,0.984652925,Boserup,0.880087905
1705825.jpeg,MISSING,0.963858745,MISSING,0.564907548
1709070.jpeg,6/9 1934 | 6/9 34 | 1834,0.031091240,Svanninge Svendborg Amt | Svan.,0.122882692
1728539.jpeg,13-5-1910,0.387859958,Knudshoved,0.673928463
1742748.jpeg,MISSING,0.757699303,Øbjerggård,0.415189451
1744447.jpeg,11.5.1947,0.325180358,Juelsminde,0.630557745
1743057.jpeg,15.10.21,0.366768718,Dyrehaven,0.087532586
1743991.jpeg,26-7-1951,0.328745074,Nivå,0.929399818
1707411.jpeg,21/5 86,0.079809033,MISSING,0.537875114
1743514.jpeg,MISSING,0.742846317,MISSING,0.469254319
1728526.jpeg,20/V.42,0.043567748,Ø. Assels Mors,0.252400727
1708867.jpeg,26.10.72,0.096444377,Marselisb. Sk.,0.404198242
1707568.jpeg,1-6-1958,0.546192786,Mogenstrup,0.294880267
1706047.jpeg,20.5.34,0.648084268,Reersø,0.905932101
1709311.jpeg,9/4 1934,0.455292513,Saltholm,0.814437708
1709837.jpeg,7. 1883,0.418160048,Faaborg,0.852461352
1709087.jpeg,15-9-1912,0.470442558,Holte,0.921973325
1706482.jpeg,17/6.1871.,0.616298878,Nord for storskoven Jydske as | Al,0.111000303
1705787.jpeg,27.6.1941,0.673928463,Gravenshoved,0.298742043
1743501.jpeg,MISSING,0.744628675,SS | Øbjerggård Næstved,0.127932707
1707992.jpeg,MISSING,0.853649591,Kb,0.966235223
1709373.jpeg,6-4-1952 | 6-4-1952,0.111297363,Dyrehaven | Dyrehaven,0.141597454
1706162.jpeg,MISSING,0.944846923,Lolland,0.869393756
1706467.jpeg,17/6.1871.,0.616595938,Nord for storskoven Vendsyssel | Al,0.124070931
1709432.jpeg,19.V.2022,0.435389512,"Denmark: Samsø: EJ: Følsdal Bakke, 55.9922N, 10.5515E, h30m",0.195365262
1743794.jpeg,3/6-1941,0.354886329,Kastrup Dyrehave Tystrup Sø,0.044755987
1742726.jpeg,17.5.22,0.381027584,Søllerød,0.646004850
1706922.jpeg,5.6.12,0.592237042,Dyrehaven,0.607684147
1708021.jpeg,MISSING,0.850084874,MISSING,0.523319188
1705608.jpeg,MISSING,0.978414671,MISSING,0.569363443
1705456.jpeg,MISSING,0.989108821,Veilø Bugt,0.362312822
1707329.jpeg,MISSING,0.902070324,Bornholm,0.697396181
1707323.jpeg,MISSING,0.903852683,Dyrehaven,0.331715671
1707318.jpeg,20.5.22,0.565204607,Søllerød,0.706605032
1705989.jpeg,8-7-1961,0.050103062,Nivå,0.936232192
1709169.jpeg,MISSING,0.812061231,MISSING,0.493019097
1744473.jpeg,MISSING,0.726210973,Øbjerggård,0.647787208
1705944.jpeg,25.5-1962,0.661154895,Skallingen,0.691454986
1709752.jpeg,MISSING,0.784731737,MISSING,0.484404365
1728505.jpeg,MISSING,0.766908154,Esbjerg,0.848599576
1707662.jpeg,MISSING,0.882167323,Møens klint. | MØ,0.187938769
1707381.jpeg,MISSING,0.892861473,MISSING,0.539657472
1705470.jpeg,7/1870,0.144270991,Ørholm,0.284186117
1706388.jpeg,8/62,0.104464989,Rørvig,0.905040921
1709077.jpeg,19-9-36,0.471333737,Klosterh,0.202197636
1728491.jpeg,28/4.1902,0.392909973,Vester Ulslev Haven,0.209921188
1705840.jpeg,MISSING,0.962076387,Boserup,0.874740831
1706033.jpeg,22.VII.2021,0.650163686,"DENMARK: WJ, Poulsens Minde, 56.35N, 8.96E, 27 m",0.240518339
1728556.jpeg,31.v.-2.vi.1983,0.387265838,F: PF 07 Ristinge Klint,0.145162170
1705738.jpeg,MISSING,0.968611701,Falster,0.875929069
1705896.jpeg,14/7 1930,0.128526826,"Sd.Sjæll., Langebæk",0.102979691
1708693.jpeg,21.X. 1976,0.498960291,"Sjælland Røsnæs, Kongstrup",0.233388906
1743801.jpeg,20/7-19.32,0.019208851,Skallingen,0.673631403
1706907.jpeg,5.5.1916,0.278541982,Hansted Skov,0.368254016
1706410.jpeg,19.5.1941,0.619863595,Bygholm,0.869096696
1743775.jpeg,28/7 1930.,0.356371628,Ærø.,0.607981206
1709952.jpeg,17/8-19,0.413110033,Ørholm St.,0.398851167
1707368.jpeg,MISSING,0.895237951,SS,0.970096999
1709331.jpeg,23-10-57.,0.450539557,Eremitagen,0.610060624
1743819.jpeg,16.6.1929,0.349836314,Hellinge skov,0.094067899
1707572.jpeg,15 MAY 1969,0.264283116,NWZ UTM:PG27 Røsnæs,0.184076993
1707867.jpeg,4.1.60,0.534013337,Silkeborg,0.749084571
